,Unnamed: 0,SDT_YY,SDT_MM,SDT_DD,SDT_DY,ARP,ODP,FLO,FLT,STT,DLY,DLY_RATE,STT_HOUR,QUARTER,AOD_0,AOD_1,STT_weight
1986,14171,0,0,13,4,1,0,0,73,64,0.0,0.5387095000000001,12,0,1,0,0.0756490599820949
1987,14172,0,0,13,4,0,1,0,73,55,1.0,0.2796638,11,0,0,1,0.08594449418084155
3957,14173,0,0,13,4,0,6,0,35,83,1.0,0.31600565,11,0,1,0,0.07280465949820789
3958,14174,0,0,13,4,6,0,0,35,72,1.0,0.38430274,10,0,0,1,0.08064516129032258
3959,14175,0,0,13,4,6,5,0,113,136,0.0,0.5422621,1,0,0,1,0.03920250896057348
1988,14176,0,0,13,4,1,0,0,61,12,0.0,0.6475948,5,0,1,0,0.051477170993733216
1989,14177,0,0,13,4,0,1,0,61,6,0.0,0.6749055,4,0,0,1,0.06401074306177261
1990,14178,0,0,13,4,0,1,0,74,77,0.0,0.5141005,13,0,1,0,0.06803939122649955
1991,14179,0,0,13,4,1,0,0,74,69,1.0,0.31525528,13,0,0,1,0.06803939122649955
3960,14180,0,0,13,4,6,0,0,24,11,0.0,0.9122444,5,0,1,0,0.07056451612903226
3961,14181,0,0,13,4,0,6,0,24,0,0.0,0.70207006,4,0,0,1,0.06541218637992832
3962,14182,0,0,13,4,0,6,0,37,93,1.0,0.36498255,12,0,1,0,0.07997311827956989
3963,14183,0,0,13,4,6,0,0,37,83,1.0,0.3202051,11,0,0,1,0.07280465949820789
3964,14184,0,0,13,4,6,5,0,114,102,0.0,0.5689066999999999,13,0,1,0,0.07235663082437276
3965,14185,0,0,13,4,5,6,0,114,91,1.0,0.3321892,12,0,0,1,0.07997311827956989
1992,14186,0,0,13,4,1,0,0,62,19,0.0,0.66410995,6,0,1,0,0.040286481647269466
1993,14187,0,0,13,4,0,1,0,62,13,0.0,0.6219823,5,0,0,1,0.051477170993733216
3966,14188,0,0,13,4,6,0,0,18,143,0.0,0.892048,2,0,1,0,0.06630824372759858
3967,14189,0,0,13,4,0,6,0,18,135,0.0,0.70518255,1,0,0,1,0.03920250896057348
3968,14190,0,0,13,4,0,6,0,25,29,1.0,0.49161893,6,0,1,0,0.058915770609319
3969,14191,0,0,13,4,6,0,0,25,17,0.0,0.6096598000000001,5,0,0,1,0.07056451612903226
3970,14192,0,0,13,4,6,0,0,38,87,0.0,0.77931273,12,0,1,0,0.07997311827956989
3971,14193,0,0,13,4,0,6,0,38,76,1.0,0.46853656,11,0,0,1,0.07280465949820789
3972,14194,0,0,13,4,5,6,0,115,20,1.0,0.40336657,5,0,1,0,0.07056451612903226
3973,14195,0,0,13,4,6,5,0,115,9,0.0,0.5622431999999999,4,0,0,1,0.06541218637992832
1994,14196,0,0,13,4,1,0,0,75,72,0.0,0.5514119000000001,13,0,1,0,0.06803939122649955
1995,14197,0,0,13,4,0,1,0,75,65,1.0,0.32795405,12,0,0,1,0.0756490599820949
1996,14198,0,0,13,4,0,1,0,76,84,0.0,0.53817433,14,0,1,0,0.05774395702775291
1997,14199,0,0,13,4,1,0,0,76,78,1.0,0.35538203,14,0,0,1,0.05774395702775291
1686,14200,0,0,13,4,0,1,0,40,75,0.0,0.5906766,14,0,1,0,0.06397134083930399
1687,14201,0,0,13,4,1,0,0,40,69,1.0,0.23216295,13,0,0,1,0.07881269191402251
3974,14202,0,0,13,4,0,6,0,19,160,1.0,0.4323585,3,0,1,0,0.06025985663082437
3975,14203,0,0,13,4,6,0,0,19,150,0.0,0.5916406,2,0,0,1,0.06630824372759858
3976,14204,0,0,13,4,6,5,0,116,90,0.0,0.5853096999999999,12,0,1,0,0.07997311827956989
3977,14205,0,0,13,4,5,6,0,116,79,1.0,0.30512714,11,0,0,1,0.07280465949820789
3978,14206,0,0,13,4,5,6,0,117,154,1.0,0.31894022,3,0,1,0,0.06025985663082437
1998,14207,0,0,13,4,0,1,0,63,29,0.0,0.59752834,7,0,1,0,0.06042972247090421
1999,14208,0,0,13,4,1,0,0,63,23,1.0,0.43642998,7,0,0,1,0.06042972247090421
3979,14209,0,0,13,4,0,6,0,39,104,1.0,0.32755429999999996,13,0,1,0,0.07235663082437276
3980,14210,0,0,13,4,6,0,0,39,93,1.0,0.38586729999999997,12,0,0,1,0.07997311827956989
3981,14211,0,0,13,4,6,5,0,117,143,0.0,0.5622431999999999,2,0,0,1,0.06630824372759858
2514,14212,0,0,13,4,3,2,0,41,101,1.0,0.45998412,14,0,1,0,0.06708160442600276
2515,14213,0,0,13,4,2,3,0,41,92,1.0,0.32501596,13,0,0,1,0.05532503457814661
2000,14214,0,0,13,4,1,0,0,64,26,0.0,0.6317425,7,0,1,0,0.06042972247090421
2001,14215,0,0,13,4,0,1,0,64,20,0.0,0.6015583000000001,6,0,0,1,0.040286481647269466
2002,14216,0,0,13,4,1,0,0,77,81,0.0,0.57536745,14,0,1,0,0.05774395702775291
2003,14217,0,0,13,4,0,1,0,77,73,1.0,0.39451772,13,0,0,1,0.06803939122649955
1688,14218,0,0,13,4,1,0,0,41,78,1.0,0.40515650000000003,14,0,1,0,0.06397134083930399
1689,14219,0,0,13,4,0,1,0,41,71,1.0,0.22890168,13,0,0,1,0.07881269191402251
3982,14220,0,0,13,4,6,0,0,20,153,0.0,0.88612527,3,0,1,0,0.06025985663082437
3983,14221,0,0,13,4,0,6,0,20,142,0.0,0.70207006,2,0,0,1,0.06630824372759858
3984,14222,0,0,13,4,6,0,0,26,22,0.0,0.90610075,6,0,1,0,0.058915770609319
3985,14223,0,0,13,4,0,6,0,26,10,0.0,0.66262805,5,0,0,1,0.07056451612903226
3986,14224,0,0,13,4,6,0,0,40,97,0.0,0.75578666,13,0,1,0,0.07235663082437276
3987,14225,0,0,13,4,0,6,0,40,86,0.0,0.5771454,12,0,0,1,0.07997311827956989
3988,14226,0,0,13,4,6,5,0,118,115,0.0,0.56067896,14,0,1,0,0.06653225806451613
3989,14227,0,0,13,4,5,6,0,118,103,1.0,0.32487849999999996,13,0,0,1,0.07235663082437276
2516,14228,0,0,13,4,6,4,0,30,61,0.0,0.69023776,10,0,1,0,0.06535269709543569
2517,14229,0,0,13,4,4,6,0,30,48,0.0,0.5116278000000001,9,0,0,1,0.08125864453665284
2518,14230,0,0,13,4,4,0,0,61,136,0.0,0.61444426,2,0,1,0,0.048409405255878286
2519,14231,0,0,13,4,0,4,0,61,126,0.0,0.51588047,1,0,0,1,0.057053941908713685
2520,14232,0,0,13,4,0,4,0,74,46,0.0,0.6550809,9,0,1,0,0.08125864453665284
2521,14233,0,0,13,4,4,0,0,74,35,0.0,0.542726,7,0,0,1,0.053596127247579534
2522,14234,0,0,13,4,0,4,0,86,75,0.0,0.6406729,11,0,1,0,0.08022130013831259
2523,14235,0,0,13,4,4,0,0,86,63,1.0,0.3417794,10,0,0,1,0.06535269709543569
2524,14236,0,0,13,4,0,4,0,99,107,0.0,0.5753159999999999,15,0,1,0,0.03250345781466114
2525,14237,0,0,13,4,4,0,0,99,96,1.0,0.21945453,13,0,0,1,0.05532503457814661
2004,14238,0,0,13,4,2,0,0,7,43,1.0,0.29728709999999997,10,0,1,0,0.06714413607878246
2005,14239,0,0,13,4,0,2,0,7,36,1.0,0.21660322,8,0,0,1,0.0738585496866607
2006,14240,0,0,13,4,1,2,0,25,43,1.0,0.47897387,10,0,1,0,0.06714413607878246
2007,14241,0,0,13,4,2,1,0,25,36,1.0,0.2066276,8,0,0,1,0.0738585496866607
2008,14242,0,0,13,4,4,2,0,51,68,1.0,0.48314118,12,0,1,0,0.0756490599820949
2009,14243,0,0,13,4,2,4,0,51,57,1.0,0.46853936,11,0,0,1,0.08594449418084155
1204,14244,0,0,13,4,0,3,0,11,17,0.0,0.74348557,7,0,1,0,0.055475504322766565
1205,14245,0,0,13,4,3,0,0,11,11,1.0,0.47048628,6,0,0,1,0.04322766570605188
1206,14246,0,0,13,4,3,0,0,24,36,0.0,0.7904849,11,0,1,0,0.06484149855907781
1207,14247,0,0,13,4,0,3,0,24,30,1.0,0.30448556,10,0,0,1,0.048270893371757925
1208,14248,0,0,13,4,1,3,0,39,34,0.0,0.81861645,11,0,1,0,0.06484149855907781
1209,14249,0,0,13,4,3,1,0,39,29,1.0,0.27657908,10,0,0,1,0.048270893371757925
1690,14250,0,0,13,4,2,0,0,5,1,0.0,0.7422161,4,0,1,0,0.07727737973387923
1691,14251,0,0,13,4,0,2,0,5,100,0.0,0.54554534,3,0,0,1,0.05783009211873081
1692,14252,0,0,13,4,2,0,0,18,49,0.0,0.5243404,10,0,1,0,0.07267144319344933
1693,14253,0,0,13,4,0,2,0,18,40,1.0,0.42180055,9,0,0,1,0.07318321392016376
1694,14254,0,0,13,4,2,0,0,33,58,0.0,0.64163476,12,0,1,0,0.06499488229273286
1695,14255,0,0,13,4,0,2,0,33,49,1.0,0.20513308,10,0,0,1,0.07267144319344933
1696,14256,0,0,13,4,1,2,0,45,35,1.0,0.40796793,9,0,1,0,0.07318321392016376
1697,14257,0,0,13,4,2,1,0,45,29,1.0,0.22694081,8,0,0,1,0.06704196519959059
1698,14258,0,0,13,4,3,2,0,60,38,1.0,0.44692916,9,0,1,0,0.07318321392016376
1699,14259,0,0,13,4,2,3,0,60,30,1.0,0.24094182,8,0,0,1,0.06704196519959059
1456,14260,0,0,13,4,2,0,0,12,42,0.0,0.758885,10,0,1,0,0.06369047619047619
1457,14261,0,0,13,4,0,2,0,12,34,1.0,0.43212664,9,0,0,1,0.06547619047619048
1458,14262,0,0,13,4,0,2,0,26,83,1.0,0.44083375,16,0,1,0,0.03571428571428571
1459,14263,0,0,13,4,2,0,0,26,79,1.0,0.10414469,15,0,0,1,0.03571428571428571
1460,14264,0,0,13,4,1,2,0,39,9,0.0,0.68464243,5,0,1,0,0.0625
1461,14265,0,0,13,4,2,1,0,39,2,1.0,0.2830317,4,0,0,1,0.0625
1462,14266,0,0,13,4,4,2,0,52,0,0.0,0.6430389,4,0,1,0,0.0625
1463,14267,0,0,13,4,2,4,0,52,104,1.0,0.35810840000000005,3,0,0,1,0.0625
3990,14268,0,0,13,4,6,7,0,12,122,0.0,0.7218956999999999,15,0,1,0,0.04233870967741935
3991,14269,0,0,13,4,7,6,0,12,113,1.0,0.30296504,14,0,0,1,0.06653225806451613
3992,14270,0,0,13,4,7,6,0,13,102,1.0,0.35877370000000003,13,0,1,0,0.07235663082437276
3993,14271,0,0,13,4,6,7,0,13,92,1.0,0.4071856,12,0,0,1,0.07997311827956989
3994,14272,0,0,13,4,0,7,0,57,16,0.0,0.8041805999999999,5,0,1,0,0.07056451612903226
3995,14273,0,0,13,4,7,0,0,57,4,0.0,0.6001061,4,0,0,1,0.06541218637992832
3996,14274,0,0,13,4,7,0,0,58,13,0.0,0.752559,5,0,1,0,0.07056451612903226
3997,14275,0,0,13,4,0,7,0,58,1,0.0,0.72357213,4,0,0,1,0.06541218637992832
3998,14276,0,0,13,4,0,7,0,105,129,0.0,0.6440537,16,0,1,0,0.013888888888888888
3999,14277,0,0,13,4,7,0,0,105,120,1.0,0.39120686,15,0,0,1,0.04233870967741935
2526,14278,0,0,13,4,4,6,0,31,83,0.0,0.59095174,12,0,1,0,0.06881051175656985
2527,14279,0,0,13,4,6,4,0,31,70,1.0,0.43964094,11,0,0,1,0.08022130013831259
2528,14280,0,0,13,4,0,4,0,62,3,0.0,0.5738671,4,0,1,0,0.04460580912863071
2529,14281,0,0,13,4,4,0,0,62,141,1.0,0.42345839999999996,3,0,0,1,0.07607192254495157
2530,14282,0,0,13,4,4,0,0,75,22,0.0,0.7919574,6,0,1,0,0.0594744121715076
2531,14283,0,0,13,4,0,4,0,75,11,0.0,0.7007386999999999,5,0,0,1,0.07434301521438451
2532,14284,0,0,13,4,4,0,0,87,61,0.0,0.5674522,10,0,1,0,0.06535269709543569
2533,14285,0,0,13,4,0,4,0,87,47,1.0,0.46744037,9,0,0,1,0.08125864453665284
2534,14286,0,0,13,4,4,0,0,100,103,1.0,0.39805250000000003,14,0,1,0,0.06708160442600276
2010,14287,0,0,13,4,2,1,0,26,32,1.0,0.40807557,8,0,1,0,0.0738585496866607
2011,14288,0,0,13,4,1,2,0,26,25,1.0,0.27119879999999996,7,0,0,1,0.06042972247090421
1210,14289,0,0,13,4,3,0,0,12,13,0.0,0.8479327,7,0,1,0,0.055475504322766565
1211,14290,0,0,13,4,0,3,0,12,9,0.0,0.72323465,5,0,0,1,0.06484149855907781
1212,14291,0,0,13,4,0,3,0,25,46,0.0,0.81467974,13,0,1,0,0.08645533141210375
1213,14292,0,0,13,4,3,0,0,25,40,1.0,0.32391970000000003,12,0,0,1,0.08645533141210375
1214,14293,0,0,13,4,3,4,0,40,67,0.0,0.86335826,2,0,1,0,0.07564841498559077
1215,14294,0,0,13,4,4,3,0,40,62,0.0,0.57382977,1,0,0,1,0.05403458213256484
1700,14295,0,0,13,4,0,2,0,19,64,0.0,0.5761155,13,0,1,0,0.07881269191402251
1701,14296,0,0,13,4,2,0,0,19,55,1.0,0.28190237,11,0,0,1,0.06857727737973388
1702,14297,0,0,13,4,0,2,0,34,71,0.0,0.60770804,13,0,1,0,0.07881269191402251
1703,14298,0,0,13,4,2,0,0,34,62,1.0,0.2616009,12,0,0,1,0.06499488229273286
1704,14299,0,0,13,4,2,1,0,46,23,0.0,0.603302,7,0,1,0,0.058341862845445236
1705,14300,0,0,13,4,1,2,0,46,16,0.0,0.57081056,6,0,0,1,0.08137154554759468
1706,14301,0,0,13,4,2,3,0,61,51,1.0,0.3552444,11,0,1,0,0.06857727737973388
1707,14302,0,0,13,4,3,2,0,61,42,1.0,0.29460263,10,0,0,1,0.07267144319344933
1464,14303,0,0,13,4,0,2,0,13,26,0.0,0.7644124,8,0,1,0,0.07023809523809524
1465,14304,0,0,13,4,2,0,0,13,19,1.0,0.38832659999999997,7,0,0,1,0.07857142857142857
1466,14305,0,0,13,4,2,1,0,40,19,0.0,0.5905615,7,0,1,0,0.07857142857142857
1467,14306,0,0,13,4,1,2,0,40,13,1.0,0.40029383,6,0,0,1,0.0625
1468,14307,0,0,13,4,2,4,0,53,13,0.0,0.68057764,6,0,1,0,0.0625
1469,14308,0,0,13,4,4,2,0,53,7,1.0,0.44855428,5,0,0,1,0.0625
4000,14309,0,0,13,4,7,0,0,74,46,0.0,0.6232810999999999,8,0,1,0,0.06541218637992832
4001,14310,0,0,13,4,0,7,0,74,34,1.0,0.41566247,7,0,0,1,0.07146057347670251
4002,14311,0,0,13,4,7,0,0,92,85,0.0,0.66710466,11,0,1,0,0.07280465949820789
4003,14312,0,0,13,4,0,7,0,92,72,1.0,0.45278507,10,0,0,1,0.08064516129032258
4004,14313,0,0,13,4,7,0,0,106,128,0.0,0.6575911,16,0,1,0,0.013888888888888888
4005,14314,0,0,13,4,0,7,0,106,119,1.0,0.26483005,15,0,0,1,0.04233870967741935
2535,14315,0,0,13,4,4,0,0,63,140,0.0,0.5287428000000001,3,0,1,0,0.07607192254495157
2536,14316,0,0,13,4,0,4,0,63,131,0.0,0.5388432,1,0,0,1,0.057053941908713685
2537,14317,0,0,13,4,0,4,0,88,81,1.0,0.49061048,12,0,1,0,0.06881051175656985
2538,14318,0,0,13,4,4,0,0,88,67,1.0,0.3417794,10,0,0,1,0.06535269709543569
2539,14319,0,0,13,4,0,4,0,100,92,1.0,0.28944194,13,0,0,1,0.05532503457814661
2012,14320,0,0,13,4,2,4,0,52,53,0.0,0.647805,11,0,1,0,0.08594449418084155
2013,14321,0,0,13,4,4,2,0,52,43,1.0,0.25698453,10,0,0,1,0.06714413607878246
1216,14322,0,0,13,4,0,3,0,13,18,0.0,0.82262325,8,0,1,0,0.07708933717579251
1217,14323,0,0,13,4,3,0,0,13,13,1.0,0.47392726,7,0,0,1,0.055475504322766565
1218,14324,0,0,13,4,3,0,0,26,44,0.0,0.8212364999999999,13,0,1,0,0.08645533141210375
1219,14325,0,0,13,4,0,3,0,26,39,1.0,0.42271745,12,0,0,1,0.08645533141210375
1220,14326,0,0,13,4,4,3,0,41,68,0.0,0.8668636000000001,3,0,1,0,0.08285302593659942
1221,14327,0,0,13,4,3,4,0,41,64,0.0,0.6316831,2,0,0,1,0.07564841498559077
1708,14328,0,0,13,4,0,2,0,6,13,0.0,0.61080563,6,0,1,0,0.08137154554759468
1709,14329,0,0,13,4,2,0,0,6,5,0.0,0.62598765,4,0,0,1,0.07727737973387923
1710,14330,0,0,13,4,2,0,0,20,51,0.0,0.5904635,11,0,1,0,0.06857727737973388
1711,14331,0,0,13,4,0,2,0,20,42,1.0,0.2188263,10,0,0,1,0.07267144319344933
1712,14332,0,0,13,4,2,0,0,35,83,0.0,0.72897446,15,0,1,0,0.04912998976458546
1713,14333,0,0,13,4,0,2,0,35,77,1.0,0.27380657,14,0,0,1,0.06397134083930399
1714,14334,0,0,13,4,1,2,0,47,46,1.0,0.40453368,10,0,1,0,0.07267144319344933
1715,14335,0,0,13,4,2,1,0,47,38,1.0,0.37381464,9,0,0,1,0.07318321392016376
1716,14336,0,0,13,4,3,2,0,62,66,1.0,0.38468325,13,0,1,0,0.07881269191402251
1470,14337,0,0,13,4,2,0,0,14,30,0.0,0.73460007,8,0,1,0,0.07023809523809524
1471,14338,0,0,13,4,0,2,0,14,20,1.0,0.43491852,7,0,0,1,0.07857142857142857
1472,14339,0,0,13,4,0,2,0,27,84,1.0,0.45484835,16,0,1,0,0.03571428571428571
1473,14340,0,0,13,4,2,0,0,27,80,1.0,0.10158187,15,0,0,1,0.03571428571428571
1474,14341,0,0,13,4,1,2,0,41,24,0.0,0.6873312,8,0,1,0,0.07023809523809524
1475,14342,0,0,13,4,2,1,0,41,17,1.0,0.40029383,6,0,0,1,0.0625
1476,14343,0,0,13,4,4,2,0,54,70,1.0,0.42482162,13,0,1,0,0.07916666666666666
1477,14344,0,0,13,4,2,4,0,54,64,1.0,0.33655006,13,0,0,1,0.07916666666666666
4006,14345,0,0,13,4,7,6,0,15,110,1.0,0.39098227,14,0,1,0,0.06653225806451613
4007,14346,0,0,13,4,6,7,0,15,98,1.0,0.22992474,13,0,0,1,0.07235663082437276
4008,14347,0,0,13,4,0,7,0,59,20,0.0,0.8041805999999999,5,0,1,0,0.07056451612903226
4009,14348,0,0,13,4,7,0,0,59,8,0.0,0.6001061,4,0,0,1,0.06541218637992832
4010,14349,0,0,13,4,7,0,0,60,19,0.0,0.7579887,5,0,1,0,0.07056451612903226
4011,14350,0,0,13,4,0,7,0,60,7,0.0,0.66308415,4,0,0,1,0.06541218637992832
4012,14351,0,0,13,4,0,7,0,75,61,0.0,0.67129403,9,0,1,0,0.06384408602150538
4013,14352,0,0,13,4,7,0,0,75,48,1.0,0.4041803,8,0,0,1,0.06541218637992832
4014,14353,0,0,13,4,0,7,0,93,99,0.0,0.67130387,13,0,1,0,0.07235663082437276
4015,14354,0,0,13,4,7,0,0,93,87,1.0,0.45847625,12,0,0,1,0.07997311827956989
2540,14355,0,0,13,4,6,4,0,32,112,0.0,0.51084447,15,0,1,0,0.03250345781466114
2541,14356,0,0,13,4,4,6,0,32,103,1.0,0.29567564,14,0,0,1,0.06708160442600276
2542,14357,0,0,13,4,0,4,0,35,19,0.0,0.7588443,6,0,1,0,0.0594744121715076
2543,14358,0,0,13,4,4,0,0,35,7,0.0,0.5056234000000001,4,0,0,1,0.04460580912863071
2544,14359,0,0,13,4,4,0,0,36,36,0.0,0.78383535,7,0,1,0,0.053596127247579534
2545,14360,0,0,13,4,0,4,0,64,8,0.0,0.57498896,5,0,1,0,0.07434301521438451
2546,14361,0,0,13,4,4,0,0,64,146,1.0,0.42345839999999996,3,0,0,1,0.07607192254495157
2547,14362,0,0,13,4,4,0,0,76,27,0.0,0.7929375,7,0,1,0,0.053596127247579534
2548,14363,0,0,13,4,0,4,0,76,17,0.0,0.68825334,5,0,0,1,0.07434301521438451
2549,14364,0,0,13,4,0,4,0,101,110,0.0,0.5753159999999999,15,0,1,0,0.03250345781466114
2550,14365,0,0,13,4,4,0,0,101,101,1.0,0.25832546,14,0,0,1,0.06708160442600276
2014,14366,0,0,13,4,0,2,0,12,8,1.0,0.44582134,4,0,1,0,0.06401074306177261
2015,14367,0,0,13,4,2,0,0,12,123,1.0,0.36485714,3,0,0,1,0.0720680393912265
2016,14368,0,0,13,4,1,2,0,27,55,0.0,0.53673244,11,0,1,0,0.08594449418084155
2017,14369,0,0,13,4,2,1,0,27,47,1.0,0.21350300000000003,10,0,0,1,0.06714413607878246
1222,14370,0,0,13,4,3,0,0,0,60,0.0,0.80755484,1,0,1,0,0.05403458213256484
1223,14371,0,0,13,4,0,3,0,0,56,0.0,0.57453614,0,0,0,1,0.032420749279538905
1224,14372,0,0,13,4,0,3,0,27,51,0.0,0.8200046,14,0,1,0,0.05403458213256484
1225,14373,0,0,13,4,3,0,0,27,47,1.0,0.28056854,13,0,0,1,0.08645533141210375
1226,14374,0,0,13,4,3,4,0,42,38,0.0,0.84392834,12,0,1,0,0.08645533141210375
1227,14375,0,0,13,4,4,3,0,42,33,1.0,0.28633600000000003,11,0,0,1,0.06484149855907781
1717,14376,0,0,13,4,0,2,0,7,20,0.0,0.61080563,6,0,1,0,0.08137154554759468
1718,14377,0,0,13,4,2,0,0,7,11,1.0,0.47400206,5,0,0,1,0.058853633572159676
1719,14378,0,0,13,4,2,1,0,48,39,1.0,0.46654409999999996,9,0,1,0,0.07318321392016376
1720,14379,0,0,13,4,1,2,0,48,31,1.0,0.2009244,8,0,0,1,0.06704196519959059
1721,14380,0,0,13,4,2,3,0,62,59,1.0,0.2719788,12,0,0,1,0.06499488229273286
1478,14381,0,0,13,4,0,2,0,15,32,0.0,0.59097767,9,0,1,0,0.06547619047619048
1479,14382,0,0,13,4,2,0,0,15,22,1.0,0.40348464,7,0,0,1,0.07857142857142857
1480,14383,0,0,13,4,2,0,0,28,78,1.0,0.4701888,14,0,1,0,0.061309523809523814
1481,14384,0,0,13,4,0,2,0,28,68,1.0,0.1888035,13,0,0,1,0.07916666666666666
1482,14385,0,0,13,4,2,1,0,42,32,0.0,0.6474701,9,0,1,0,0.06547619047619048
1483,14386,0,0,13,4,2,4,0,55,81,1.0,0.40163255,15,0,1,0,0.03571428571428571
1484,14387,0,0,13,4,4,2,0,55,76,1.0,0.35449759999999997,14,0,0,1,0.061309523809523814
4016,14388,0,0,13,4,6,7,0,16,127,0.0,0.7271206,16,0,1,0,0.013888888888888888
4017,14389,0,0,13,4,7,6,0,16,120,1.0,0.39581078,15,0,0,1,0.04233870967741935
4018,14390,0,0,13,4,0,7,0,95,101,0.0,0.67130387,13,0,1,0,0.07235663082437276
4019,14391,0,0,13,4,7,0,0,95,89,1.0,0.45847625,12,0,0,1,0.07997311827956989
2551,14392,0,0,13,4,0,4,0,36,24,0.0,0.6410718000000001,6,0,0,1,0.0594744121715076
2552,14393,0,0,13,4,0,4,0,77,50,0.0,0.6738312,9,0,1,0,0.08125864453665284
2553,14394,0,0,13,4,4,0,0,77,39,1.0,0.44713712,8,0,0,1,0.06846473029045644
2554,14395,0,0,13,4,4,0,0,89,67,0.0,0.59562755,10,0,1,0,0.06535269709543569
2555,14396,0,0,13,4,0,4,0,89,55,1.0,0.46744037,9,0,0,1,0.08125864453665284
2018,14397,0,0,13,4,0,2,0,14,32,0.0,0.5024327000000001,8,0,1,0,0.0738585496866607
2019,14398,0,0,13,4,2,0,0,14,24,1.0,0.2405324,7,0,0,1,0.06042972247090421
2020,14399,0,0,13,4,2,1,0,28,42,1.0,0.39998448,9,0,1,0,0.05371530886302596
2021,14400,0,0,13,4,1,2,0,28,37,1.0,0.21228307,9,0,0,1,0.05371530886302596
1228,14401,0,0,13,4,0,3,0,1,71,0.0,0.7232611,3,0,1,0,0.08285302593659942
1229,14402,0,0,13,4,3,0,0,1,65,1.0,0.40140086,2,0,0,1,0.07564841498559077
1230,14403,0,0,13,4,3,0,0,14,18,0.0,0.8475539000000001,8,0,1,0,0.07708933717579251
1231,14404,0,0,13,4,0,3,0,14,12,1.0,0.41726136,6,0,0,1,0.04322766570605188
1232,14405,0,0,13,4,3,0,0,28,47,0.0,0.8420472,13,0,1,0,0.08645533141210375
1233,14406,0,0,13,4,0,3,0,28,41,1.0,0.41425514,12,0,0,1,0.08645533141210375
1234,14407,0,0,13,4,4,3,0,43,47,0.0,0.8065883,13,0,1,0,0.08645533141210375
1235,14408,0,0,13,4,3,4,0,43,42,1.0,0.36661547,12,0,0,1,0.08645533141210375
1722,14409,0,0,13,4,2,0,0,8,18,0.0,0.6473276,6,0,1,0,0.08137154554759468
1723,14410,0,0,13,4,0,2,0,8,10,0.0,0.5459162,5,0,0,1,0.058853633572159676
1724,14411,0,0,13,4,0,2,0,21,81,0.0,0.58159685,15,0,1,0,0.04912998976458546
1725,14412,0,0,13,4,2,0,0,21,72,1.0,0.34383792,14,0,0,1,0.06397134083930399
1726,14413,0,0,13,4,2,4,0,63,16,0.0,0.6131783000000001,6,0,1,0,0.08137154554759468
1727,14414,0,0,13,4,4,2,0,63,8,1.0,0.37767744,5,0,0,1,0.058853633572159676
1485,14415,0,0,13,4,2,0,0,16,38,0.0,0.63452905,9,0,1,0,0.06547619047619048
1486,14416,0,0,13,4,0,2,0,16,28,0.0,0.5037112,8,0,0,1,0.07023809523809524
1487,14417,0,0,13,4,0,2,0,29,82,1.0,0.4826247,16,0,1,0,0.03571428571428571
1488,14418,0,0,13,4,2,0,0,29,77,1.0,0.29022568,14,0,0,1,0.061309523809523814
1489,14419,0,0,13,4,1,2,0,42,23,1.0,0.41360247,8,0,0,1,0.07023809523809524
4020,14420,0,0,13,4,0,7,0,46,141,0.0,0.6956986,1,0,1,0,0.03920250896057348
4021,14421,0,0,13,4,7,0,0,46,132,0.0,0.7469344,0,0,0,1,0.010080645161290322
4022,14422,0,0,13,4,7,0,0,78,52,0.0,0.63182235,8,0,1,0,0.06541218637992832
4023,14423,0,0,13,4,0,7,0,78,39,1.0,0.42456514,7,0,0,1,0.07146057347670251
2556,14424,0,0,13,4,0,4,0,65,14,0.0,0.57498896,5,0,1,0,0.07434301521438451
2557,14425,0,0,13,4,4,0,0,65,2,1.0,0.43580264,4,0,0,1,0.04460580912863071
2558,14426,0,0,13,4,0,4,0,90,82,1.0,0.49061048,12,0,1,0,0.06881051175656985
2559,14427,0,0,13,4,4,0,0,90,68,1.0,0.2941835,11,0,0,1,0.08022130013831259
2560,14428,0,0,13,4,0,4,0,103,113,0.0,0.6263354,16,0,1,0,0.025933609958506226
2561,14429,0,0,13,4,4,0,0,103,105,1.0,0.25832546,14,0,0,1,0.06708160442600276
2562,14430,0,0,13,4,4,0,0,104,116,0.0,0.5605359000000001,16,0,1,0,0.025933609958506226
2563,14431,0,0,13,4,0,4,0,104,109,1.0,0.27825582,15,0,0,1,0.03250345781466114
1236,14432,0,0,13,4,3,0,0,2,61,0.0,0.80755484,1,0,1,0,0.05403458213256484
1237,14433,0,0,13,4,0,3,0,2,57,0.0,0.57453614,0,0,0,1,0.032420749279538905
1238,14434,0,0,13,4,0,3,0,15,21,0.0,0.8619386,8,0,1,0,0.07708933717579251
1239,14435,0,0,13,4,3,0,0,15,16,1.0,0.4349041,7,0,0,1,0.055475504322766565
1728,14436,0,0,13,4,0,2,0,9,22,0.0,0.69842726,7,0,1,0,0.058341862845445236
1729,14437,0,0,13,4,2,0,0,9,14,0.0,0.5771871999999999,6,0,0,1,0.08137154554759468
1730,14438,0,0,13,4,2,0,0,22,68,1.0,0.40650946,13,0,1,0,0.07881269191402251
1731,14439,0,0,13,4,0,2,0,22,59,1.0,0.21140075,12,0,0,1,0.06499488229273286
1732,14440,0,0,13,4,2,1,0,49,45,1.0,0.44551152,10,0,1,0,0.07267144319344933
